3.681128099560737610e-02,1.254834234714508057e-02,1.035459637641906738e-01,1.553315371274948120e-01,1.600466966629028320e-01,1.696571335196495056e-02,1.411023549735546112e-02,2.625454030930995941e-02,3.350427001714706421e-02,8.698255568742752075e-02,2.000318840146064758e-02,8.024188689887523651e-03,7.780788931995630264e-03,7.145025581121444702e-02,1.505169272422790527e-01,7.826277613639831543e-02,6.443515419960021973e-02,5.163400620222091675e-02,7.462014257907867432e-02,1.828374713659286499e-02,1.980774998664855957e-01,3.622360527515411377e-01,3.622360527515411377e-01,2.819745242595672607e-01,1.078740656375885010e-01,5.067194998264312744e-02,1.246609911322593689e-01,3.205162882804870605e-01,1.819068938493728638e-01,4.162825271487236023e-02,2.477924823760986328e-01,3.622360527515411377e-01,3.331108391284942627e-01,7.189524173736572266e-02,9.057343751192092896e-02,1.249116957187652588e-01
9.993034601211547852e-02,3.884021192789077759e-02,6.038820371031761169e-02,2.489216998219490051e-02,1.272893995046615601e-01,1.198220551013946533e-01,2.135629206895828247e-01,1.412151455879211426e-01,7.445106655359268188e-02,2.683353424072265625e-01,1.906575411558151245e-01,1.176748201251029968e-01,1.641225665807723999e-01,1.680941283702850342e-01,6.745846569538116455e-02,1.422172784805297852e-01,7.385419309139251709e-02,2.683353424072265625e-01,9.697446227073669434e-02,1.170507911592721939e-02,1.119234710931777954e-01,1.105075702071189880e-01,2.176770269870758057e-01,2.292133867740631104e-01,2.683353424072265625e-01,1.399401277303695679e-01,2.683353424072265625e-01,7.208552956581115723e-02,2.611615359783172607e-01,9.317169338464736938e-02,6.540389358997344971e-02,7.293707132339477539e-02,2.683353424072265625e-01,1.667242795228958130e-01,2.384835630655288696e-01,2.383463382720947266e-01
1.155949383974075317e-01,1.067231595516204834e-01,7.121205329895019531e-02,2.408757358789443970e-01,2.365169525146484375e-01,1.460206508636474609e-01,2.408757358789443970e-01,1.134978979825973511e-02,8.194446563720703125e-02,1.715655177831649780e-01,5.192750319838523865e-02,5.309245735406875610e-02,1.887300908565521240e-01,2.408757358789443970e-01,2.087118178606033325e-01,1.268472224473953247e-01,4.982121661305427551e-02,7.357616722583770752e-02,5.730675533413887024e-02,1.107011660933494568e-01,2.251112461090087891e-01,2.408757358789443970e-01,2.408757358789443970e-01,2.408757358789443970e-01,1.807640939950942993e-01,1.472459286451339722e-01,1.248452067375183105e-01,2.240792214870452881e-01,1.093093231320381165e-01,1.226015985012054443e-01,1.800780445337295532e-01,2.408757358789443970e-01,1.897875517606735229e-01,1.293062865734100342e-01,1.182282567024230957e-01,1.712121963500976562e-01
5.121571570634841919e-02,1.426847428083419800e-01,1.055830866098403931e-01,1.989936679601669312e-01,3.856592178344726562e-01,1.001187711954116821e-01,4.788361117243766785e-02,2.944134362041950226e-02,1.017251089215278625e-01,4.342306405305862427e-02,1.445321366190910339e-02,5.284310132265090942e-02,1.640736311674118042e-01,3.856592178344726562e-01,9.635133296251296997e-02,4.732225462794303894e-02,1.207694932818412781e-01,2.304111048579216003e-02,6.767150014638900757e-02,6.713139265775680542e-02,3.660083934664726257e-02,3.856592178344726562e-01,3.217773437500000000e-01,1.506391316652297974e-01,1.332921087741851807e-01,5.087386071681976318e-02,5.373004078865051270e-02,0.000000000000000000e+00,9.172407910227775574e-03,2.134048379957675934e-02,3.856592178344726562e-01,2.872801423072814941e-01,3.596380818635225296e-03,6.947202235460281372e-02,2.170173637568950653e-02,3.289392963051795959e-02
4.956290870904922485e-02,1.995126903057098389e-02,2.701857089996337891e-01,2.701857089996337891e-01,1.449765264987945557e-01,0.000000000000000000e+00,1.402116008102893829e-02,6.995694711804389954e-03,4.326875135302543640e-02,4.405724257230758667e-02,5.365226045250892639e-02,2.535307109355926514e-01,2.701857089996337891e-01,2.148799747228622437e-01,2.338325828313827515e-01,2.701857089996337891e-01,3.137844800949096680e-02,1.046755071729421616e-02,4.345002025365829468e-02,5.062963068485260010e-02,2.114027291536331177e-01,8.565559238195419312e-02,7.769865542650222778e-02,6.158883869647979736e-02,2.701857089996337891e-01,2.701857089996337891e-01,2.701857089996337891e-01,4.261698946356773376e-02,2.701857089996337891e-01,2.524829208850860596e-01,7.307004928588867188e-02,1.297569721937179565e-01,2.941120043396949768e-02,2.440466433763504028e-01,3.749049454927444458e-02,5.554724484682083130e-02
2.592921257019042969e-01,1.111114621162414551e-01,2.431884594261646271e-02,8.495752513408660889e-02,2.592921257019042969e-01,2.592921257019042969e-01,1.660274714231491089e-01,1.057043969631195068e-01,1.718501746654510498e-01,1.127230077981948853e-01,9.787246584892272949e-03,2.585848607122898102e-02,5.993382632732391357e-02,6.964613497257232666e-02,2.592921257019042969e-01,2.099926769733428955e-01,1.166931465268135071e-01,8.938828855752944946e-02,2.462939321994781494e-01,8.558364957571029663e-02,1.195741742849349976e-01,4.028156772255897522e-02,1.626176983118057251e-01,2.592921257019042969e-01,1.648848503828048706e-01,6.773909181356430054e-02,1.149533987045288086e-01,2.592921257019042969e-01,1.255157738924026489e-01,5.877659842371940613e-02,1.591462343931198120e-01,2.450927942991256714e-01,2.592921257019042969e-01,2.592921257019042969e-01,1.321037262678146362e-01,9.326408058404922485e-02
2.888214588165283203e-01,1.781560182571411133e-01,2.417219132184982300e-01,2.777225375175476074e-01,2.888214588165283203e-01,1.714281039312481880e-03,2.160075120627880096e-02,5.761335790157318115e-02,2.888214588165283203e-01,2.888214588165283203e-01,1.870140731334686279e-01,1.356491595506668091e-01,1.452714800834655762e-01,9.618573635816574097e-02,1.013150438666343689e-01,2.888214588165283203e-01,1.116251498460769653e-01,9.849119186401367188e-02,1.586276441812515259e-01,9.822311252355575562e-02,1.385783404111862183e-01,3.021134436130523682e-02,1.911821067333221436e-01,1.486446410417556763e-01,2.888214588165283203e-01,1.937600821256637573e-01,2.131132036447525024e-01,6.777395028620958328e-03,6.793077569454908371e-03,1.879908889532089233e-02,1.678881235420703888e-02,2.019380964338779449e-02,3.058590181171894073e-02,9.308624267578125000e-02,6.874614208936691284e-02,1.595311984419822693e-02
2.210879027843475342e-01,3.860842809081077576e-02,0.000000000000000000e+00,2.475781738758087158e-02,1.558770332485437393e-02,1.998713426291942596e-02,1.052934080362319946e-01,7.260593026876449585e-02,2.798733711242675781e-01,2.798733711242675781e-01,2.047236412763595581e-01,5.330178514122962952e-02,2.094699591398239136e-01,1.486068367958068848e-01,1.039045229554176331e-01,1.061296984553337097e-01,1.317546814680099487e-01,2.519341409206390381e-01,6.380213052034378052e-02,3.096898645162582397e-02,3.199399262666702271e-02,7.019571959972381592e-02,1.142249181866645813e-01,1.179961562156677246e-01,1.267789453268051147e-01,1.254802793264389038e-01,2.609514594078063965e-01,2.798733711242675781e-01,9.876585006713867188e-02,0.000000000000000000e+00,4.877347871661186218e-02,2.499936670064926147e-01,2.624602615833282471e-01,2.130376994609832764e-01,2.798733711242675781e-01,2.798733711242675781e-01
8.503460884094238281e-02,4.229709506034851074e-02,2.876837253570556641e-01,6.263151019811630249e-02,2.953515052795410156e-01,1.402947753667831421e-01,2.419609948992729187e-02,3.805452585220336914e-02,1.538459360599517822e-01,1.048760954290628433e-02,9.381707757711410522e-03,1.227130088955163956e-02,1.061943396925926208e-01,3.217765986919403076e-01,3.217765986919403076e-01,9.389548003673553467e-02,6.465986371040344238e-02,8.843267709016799927e-02,1.459811627864837646e-01,7.764797657728195190e-02,1.417310982942581177e-01,2.302369624376296997e-01,3.217765986919403076e-01,2.144415825605392456e-01,5.166678503155708313e-02,2.868870832026004791e-02,1.332709449343383312e-03,2.229104563593864441e-02,5.298861861228942871e-02,1.499543315730988979e-03,2.494416199624538422e-02,3.217765986919403076e-01,3.217765986919403076e-01,2.530533969402313232e-01,4.433228448033332825e-02,4.107797518372535706e-02
1.179839149117469788e-01,7.358255982398986816e-02,3.602555766701698303e-02,2.056979387998580933e-01,2.413282096385955811e-01,6.381910294294357300e-02,5.907675996422767639e-02,5.622886121273040771e-02,1.349973827600479126e-01,2.413282096385955811e-01,1.105919629335403442e-01,2.413282096385955811e-01,1.719089001417160034e-01,2.413282096385955811e-01,1.105979532003402710e-01,4.480769485235214233e-02,2.873837016522884369e-02,0.000000000000000000e+00,5.531789734959602356e-02,1.534909904003143311e-01,1.762982755899429321e-01,1.595790088176727295e-01,2.292931675910949707e-01,9.358443319797515869e-02,2.413282096385955811e-01,2.362151443958282471e-01,1.982749551534652710e-01,1.932003647089004517e-01,6.797756999731063843e-02,4.434604942798614502e-02,1.392856985330581665e-01,2.413282096385955811e-01,2.413282096385955811e-01,1.827870905399322510e-01,2.213778942823410034e-01,2.413282096385955811e-01
